Value,Count,Numeric
"mansfield, ohio, united states","93,654",93654
"utica, new york, united states","93,606",93606
"mckinney, texas, united states","93,599",93599
"florissant, missouri, united states","93,308",93308
"lima, ohio, united states","93,186",93186
"a coruña, galicia, spain","93,039",93039
"north hollywood, california, united states","93,025",93025
"decatur, illinois, united states","92,941",92941
"london, ontario, canada","92,793",92793
"monroe, louisiana, united states","92,430",92430
"santa maria, rio grande do sul, brazil","92,298",92298
"leicester, city of leicester, united kingdom","92,280",92280
"douglasville, georgia, united states","92,184",92184
"aguascalientes, aguascalientes, mexico","92,143",92143
"ludhiana, punjab, india","91,949",91949
"high point, north carolina, united states","91,851",91851
"antioch, california, united states","91,747",91747
"kitchener, canada","91,671",91671
"redmond, washington, united states","91,640",91640
"catania, sicily, italy","91,423",91423
"san leandro, california, united states","91,369",91369
"kenosha, wisconsin, united states","91,240",91240
"rock hill, south carolina, united states","91,174",91174
"hattiesburg, mississippi, united states","91,172",91172
"urbana, illinois, united states","91,161",91161
"lake charles, louisiana, united states","91,092",91092
"pocatello, idaho, united states","90,917",90917
"port elizabeth, eastern cape, south africa","90,802",90802
"lewisville, texas, united states","90,775",90775
"concord, north carolina, united states","90,412",90412
"tlalnepantla, mexico, mexico","90,260",90260
"livonia, michigan, united states","90,214",90214
"walnut creek, california, united states","90,212",90212
"redwood city, california, united states","89,977",89977
"hillsboro, oregon, united states","89,845",89845
"granada, andalucia, spain","89,826",89826
"federal way, washington, united states","89,793",89793
"vicenza, veneto, italy","89,788",89788
"summerville, south carolina, united states","89,419",89419
"appleton, wisconsin, united states","89,085",89085
"surabaya, east java, indonesia","88,975",88975
"dearborn, michigan, united states","88,854",88854
"rājkot, gujarat, india","88,829",88829
"belleville, illinois, united states","88,609",88609
"camden, new jersey, united states","88,511",88511
"racine, wisconsin, united states","88,493",88493
"elgin, illinois, united states","88,127",88127
"laurel, maryland, united states","88,117",88117
"la crosse, wisconsin, united states","87,932",87932
"gainesville, georgia, united states","87,437",87437
"pomona, california, united states","87,392",87392
"bergen, hordaland, norway","87,310",87310
"lausanne, vaud, switzerland","87,288",87288
"san luis potosí, san luis potosí, mexico","87,202",87202
"barueri, sao paulo, brazil","87,178",87178
"reston, virginia, united states","87,137",87137
"winter haven, florida, united states","87,080",87080
"palma, balearic islands, spain","86,984",86984
"rouen, normandy, france","86,886",86886
"santa cruz de tenerife, canary islands, spain","86,715",86715
"eau claire, wisconsin, united states","86,707",86707
"murrieta, california, united states","86,579",86579
"pamplona, navarre, spain","86,422",86422
"newport beach, california, united states","86,421",86421
"davao, davao city, philippines","86,245",86245
"orange, connecticut, united states","86,085",86085
"bidston, wirral, united kingdom","86,076",86076
"dubuque, iowa, united states","86,048",86048
"hemet, california, united states","85,957",85957
"frisco, texas, united states","85,914",85914
"chapel hill, north carolina, united states","85,900",85900
"waterloo, iowa, united states","85,880",85880
"johnstown, pennsylvania, united states","85,854",85854
"winter park, florida, united states","85,721",85721
"chantilly, virginia, united states","85,691",85691
"longmont, colorado, united states","85,663",85663
"auburn, washington, united states","85,558",85558
"gastonia, north carolina, united states","85,492",85492
"clovis, california, united states","85,450",85450
"dothan, alabama, united states","85,090",85090
"saint petersburg, st.-petersburg, russia","84,981",84981
"orange park, florida, united states","84,711",84711
"hagerstown, maryland, united states","84,675",84675
"ipswich, suffolk, united kingdom","84,603",84603
"danielson, connecticut, united states","84,524",84524
"washim, maharashtra, india","84,491",84491
"san nicolas de los garza, nuevo leon, mexico","84,464",84464
"sumter, south carolina, united states","84,438",84438
"inglewood, california, united states","84,414",84414
"tiruvallur, tamil nadu, india","84,319",84319
"santa maria, california, united states","84,254",84254
"modena, emilia-romagna, italy","84,242",84242
"brandon, florida, united states","84,207",84207
"norwalk, connecticut, united states","83,994",83994
"biloxi, mississippi, united states","83,845",83845
"morelia, michoacan de ocampo, mexico","83,745",83745
"springfield, ohio, united states","83,698",83698
"oxford, connecticut, united states","83,648",83648
"fort walton beach, florida, united states","83,616",83616
"smyrna, georgia, united states","83,306",83306
"kokomo, indiana, united states","83,271",83271
"daly city, california, united states","83,244",83244
"sparks, nevada, united states","83,169",83169
"homestead, florida, united states","83,166",83166
"metairie, louisiana, united states","83,101",83101
"nashua, new hampshire, united states","82,986",82986
"sanford, florida, united states","82,979",82979
"anderson, south carolina, united states","82,971",82971
"angers, pays de la loire, france","82,775",82775
"franklin, tennessee, united states","82,679",82679
"binghamton, new york, united states","82,562",82562
"nottinghamshire, nottinghamshire, united kingdom","82,562",82562
"gijon, asturias, spain","82,537",82537
"surrey, british columbia, canada","82,410",82410
"cypress, texas, united states","82,162",82162
"stavanger, rogaland, norway","82,117",82117
"brockton, massachusetts, united states","81,973",81973
"orem, utah, united states","81,905",81905
"wausau, wisconsin, united states","81,770",81770
"ypsilanti, michigan, united states","81,662",81662
"madurai, tamil nadu, india","81,658",81658
"poughkeepsie, new york, united states","81,645",81645
"las palmas de gran canaria, canary islands, spain","81,475",81475
"rolling meadows, illinois, united states","81,443",81443
"uncasville, connecticut, united states","81,385",81385
"sandy, utah, united states","81,365",81365
"jonesboro, georgia, united states","81,269",81269
"saint augustine, florida, united states","81,260",81260
"gary, indiana, united states","81,205",81205
"owensboro, kentucky, united states","81,183",81183
"broken arrow, oklahoma, united states","80,908",80908
"bismarck, north dakota, united states","80,710",80710
"faridabad, haryana, india","80,493",80493
"vista, california, united states","80,474",80474
"garden city, new york, united states","80,426",80426
"croydon, greater london, united kingdom","80,422",80422
"danbury, connecticut, united states","80,354",80354
"quincy, massachusetts, united states","80,181",80181
"swansea, city and county of swansea, united kingdom","80,048",80048
"gulfport, mississippi, united states","79,981",79981
"bloomington, illinois, united states","79,921",79921
"warner robins, georgia, united states","79,881",79881
"princeton, new jersey, united states","79,659",79659
"warwick, rhode island, united states","79,611",79611
"redhill, surrey, united kingdom","79,538",79538
"hermosillo, sonora, mexico","79,455",79455
"hyderabad, andhra pradesh, india","79,411",79411
"jupiter, florida, united states","79,381",79381
"westland, michigan, united states","79,192",79192
"potwin, kansas, united states","79,151",79151
"merced, california, united states","79,133",79133
"serra, espirito santo, brazil","79,004",79004
"morgantown, west virginia, united states","78,987",78987
"pembroke pines, florida, united states","78,963",78963
"duque de caxias, rio de janeiro, brazil","78,882",78882
"pine bluff, arkansas, united states","78,754",78754
"woodstock, georgia, united states","78,682",78682
"chatham, medway, united kingdom","78,673",78673
"nuremberg, bayern, germany","78,627",78627
"plymouth, plymouth, united kingdom","78,572",78572
"pasco, washington, united states","78,546",78546
"mcdonough, georgia, united states","78,442",78442
"deltona, florida, united states","78,407",78407
